fid	x	y
house_24025	717000.7039284654	3879624.4720982127
house_24026	717005.6654287645	3879615.789730173
house_24027	717009.7925295151	3879606.7061123964
house_24028	717012.1406123221	3879597.1378803686
house_24029	717012.3790489555	3879587.140723374
house_24030	717011.8787697327	3879577.2080421722
house_24031	717009.9120102563	3879567.4033567025
house_24032	717009.983978706	3879557.42072865
house_24033	717010.2224099602	3879547.423571527
house_24034	717011.1096163086	3879537.500920492
house_24035	717013.1436737959	3879527.7099751784
house_24036	717015.1777312831	3879517.9190298645
house_24037	717017.2117887703	3879508.1280845506
house_24038	717019.2458462575	3879498.3371392367
house_24039	717020.3020308517	3879488.433893581
house_24040	717020.5404677446	3879478.436736593
house_24041	717020.7285972493	3879468.441820218
house_24042	717019.6023515227	3879458.50544409
house_24043	717018.4761057959	3879448.5690679615
house_24044	717017.3498600693	3879438.632691833
house_24045	717016.2236143427	3879428.696315705
house_24046	717015.097368616	3879418.7599395765
house_24047	717013.9711228894	3879408.823563448
house_24048	717014.0018143316	3879398.855923183
house_24049	717014.5897830179	3879388.873223507
house_24050	717017.6543838494	3879379.602471612
house_24051	717025.1153845227	3879373.364579246
house_24052	717034.5919793728	3879371.2276466
house_24053	717043.1794948368	3879375.2820242643
house_24054	717048.4583019709	3879383.775209488
house_24055	717052.8885980042	3879392.6963747162
house_24056	717056.5811046566	3879401.989673088
house_24057	717060.2736113089	3879411.2829714594
house_24058	717063.9661179612	3879420.5762698306
house_24059	717067.6586246135	3879429.869568202
house_24060	717074.6052434162	3879436.9650500403
house_24061	717084.2152510491	3879439.6984050325
house_24062	717093.8434844636	3879442.3997234725
house_24063	717103.5941290868	3879444.5345478905
house_24064	717113.4786841224	3879446.0496623246
house_24065	717123.3632391581	3879447.5647767587
house_24066	717133.2477941937	3879449.0798911923
house_24067	717143.1323492293	3879450.5950056263
house_24068	717153.0865802534	3879451.3202044247
house_24069	717163.083733615	3879451.558793328
house_24070	717173.0808869766	3879451.797382231
house_24071	717182.2594987026	3879448.574126349
house_24072	717189.7013066924	3879441.894343879
house_24073	717195.198009813	3879433.5993170165
house_24074	717200.3968868095	3879425.0569708534
house_24075	717205.595763806	3879416.51462469
house_24076	717210.7946408025	3879407.9722785265
house_24077	717215.9935177991	3879399.4299323633
house_24078	717222.2152197362	3879391.671095108
house_24079	717230.4824721812	3879386.430750057
house_24080	717239.9838652384	3879383.7602539165
house_24081	717249.9501930847	3879383.9823329262
house_24082	717259.8936873788	3879385.043898383
house_24083	717269.809147371	3879385.546517607
house_24084	717278.5054076096	3879381.031748734
house_24085	717286.6017017231	3879375.1623346554
house_24086	717294.6979958365	3879369.2929205764
house_24087	717302.7942899499	3879363.4235064974
house_24088	717310.8905840633	3879357.5540924184
house_24089	717318.9868781767	3879351.68467834
house_24090	717325.0342299677	3879343.7268087724
house_24091	717329.7555773119	3879334.998788805
house_24092	717333.5913859257	3879325.7637158614
house_24093	717338.088115526	3879316.8595609223
house_24094	717343.3687972026	3879308.4018821158
house_24095	717350.5854781467	3879301.479489744
house_24096	717358.8793672166	3879296.127869115
house_24097	717368.3654451701	3879293.5726135173
house_24098	717378.3174488586	3879293.09826738
house_24099	717387.1622437591	3879297.7640581136
house_24100	717394.9644240686	3879303.989378793
house_24101	717402.6565814341	3879310.3792704246
house_24102	717410.3487387996	3879316.7691620565
house_24103	717418.0408961652	3879323.159053688
house_24104	717426.4285219612	3879328.5647756066
house_24105	717435.8917547758	3879330.323396001
house_24106	717445.0943122101	3879327.851972399
house_24107	717451.5095335908	3879320.5186432987
house_24108	717454.3176017116	3879311.175180549
house_24109	717452.5050622988	3879301.523824709
house_24110	717447.8967020964	3879292.759890236
house_24111	717439.9275428468	3879286.7189879147
house_24112	717028.9575083462	3879737.183394698
house_24113	717020.7129099765	3879731.524190008
house_24114	717016.0508312638	3879722.8826734116
house_24115	717011.9805259515	3879713.748527876
house_24116	717007.9102206391	3879704.6143823406
house_24117	717004.653383257	3879695.1796583897
house_24118	717001.9063950483	3879685.580155026
house_24119	717002.1448274541	3879675.5829979307
house_24120	717004.2983167412	3879665.990033599
house_24121	717008.1202603213	3879656.7492139777
house_24122	717013.6526113799	3879648.4216546947
house_24123	717019.2053661715	3879640.104989845
house_24124	717024.7581209632	3879631.788324995
house_24125	717030.3108757549	3879623.471660145
house_24126	717035.8636305466	3879615.1549952957
house_24127	717041.6704162651	3879607.0236266716
house_24128	717047.8936663022	3879599.19603707
house_24129	717054.1169163393	3879591.3684474677
house_24130	717060.481593725	3879583.6951026777
house_24131	717069.3341904846	3879579.8413266274
house_24132	717078.5549315572	3879582.256110313
house_24133	717084.1976761953	3879590.5119829467
house_24134	717089.8404208334	3879598.767855581
house_24135	717096.5880900506	3879606.0950253154
house_24136	717104.8535202341	3879611.521443561
house_24137	717114.671469012	3879612.8342747143
house_24138	717124.0522317034	3879609.9403387313
house_24139	717131.2309580512	3879603.437556396
house_24140	717136.8454884415	3879595.1624703845
house_24141	717142.460018832	3879586.887384373
house_24142	717148.0745492224	3879578.612298362
house_24143	717156.9780165845	3879576.6659737597
house_24144	717166.9767174443	3879576.827160354
house_24145	717176.975418304	3879576.9883469483
house_24146	717186.9741191637	3879577.149533543
house_24147	717196.961012182	3879577.5722532603
house_24148	717206.9335585008	3879578.3127395296
house_24149	717216.9061048198	3879579.0532257995
house_24150	717226.8786511389	3879579.7937120693
house_24151	717236.8511974579	3879580.534198339
house_24152	717246.8237437769	3879581.274684609
house_24153	717256.7962900958	3879582.0151708787
house_24154	717266.7688364148	3879582.7556571485
house_24155	717276.6796158939	3879584.080204552
house_24156	717286.5864516121	3879585.4420437687
house_24157	717293.8971236703	3879590.958640099
house_24158	717293.623101078	3879600.8381712027
house_24159	717292.6437741285	3879610.7901016045
house_24160	717291.6644471791	3879620.742032007
house_24161	717123.2331316519	3880153.7421974177
house_24162	717123.6571609349	3880143.751191504
house_24163	717124.0811902178	3880133.76018559
house_24164	717124.5052195007	3880123.7691796767
house_24165	717124.9292487837	3880113.778173763
house_24166	717125.6705249677	3880103.8279591803
house_24167	717127.7877721319	3880094.0546657513
house_24168	717130.1373948514	3880084.344086573
house_24169	717133.2247805356	3880074.8326172
house_24170	717136.3121662197	3880065.321147827
house_24171	717139.249921339	3880055.7778151273
house_24172	717140.3055396684	3880045.8336877176
house_24173	717140.8642968391	3880035.86625654
house_24174	717140.7440634723	3880025.8669793694
house_24175	717140.6238301053	3880015.8677021987
house_24176	717140.5035967384	3880005.868425028
house_24177	717140.3833633716	3879995.869147857
house_24178	717139.2523320445	3879985.933481895
house_24179	717137.767566821	3879976.054464932
house_24180	717135.7251903171	3879966.2652515713
house_24181	717133.6828138133	3879956.476038211
house_24182	717131.6404373094	3879946.6868248507
house_24183	717127.6864708163	3879937.514599491
house_24184	717121.4968558032	3879929.901893762
house_24185	717112.7722193896	3879925.0151034608
house_24186	717104.0475829759	3879920.128313159
house_24187	717097.2144320741	3879912.8789558588
house_24188	717093.6030534052	3879903.6397703905
house_24189	717090.3791932595	3879894.1736874753
house_24190	717087.1553331137	3879884.7076045596
house_24191	717081.6950850784	3879876.404258866
house_24192	717076.1670938147	3879868.112703122
house_24193	717072.0378049335	3879859.0050704256
house_24194	717070.7076280218	3879849.1813095137
house_24195	717069.9556408554	3879839.209623834
house_24196	717069.2036536889	3879829.237938154
house_24197	717068.4516665223	3879819.266252474
house_24198	717067.4389005916	3879809.3212009403
house_24199	717066.1595106384	3879799.403380547
house_24200	717064.8801206852	3879789.485560154
house_24201	717063.4269255886	3879779.605454598
house_24202	717059.9873839623	3879770.2714770795
house_24203	717054.7839032217	3879761.731934458
house_24204	717047.9757687076	3879754.4734949656
house_24205	717040.8006005532	3879747.508083136
house_24206	717234.2702103963	3880054.6534882654
house_24207	717232.3147704662	3880044.859404499
house_24208	717230.2045264341	3880035.0845965664
house_24209	717228.094282402	3880025.309788633
house_24210	717225.9840383698	3880015.5349807004
house_24211	717223.8737943377	3880005.7601727676
house_24212	717226.4853469899	3879996.238169321
house_24213	717229.6272200518	3879986.7445591716
house_24214	717232.7690931136	3879977.250949023
house_24215	717235.9109661755	3879967.7573388736
house_24216	717237.7872558127	3879958.0810074466
house_24217	717237.4590359671	3879948.0863953116
house_24218	717237.1308161217	3879938.0917831766
house_24219	717236.8025962762	3879928.097171041
house_24220	717235.8422239395	3879918.1650530207
house_24221	717234.207096876	3879908.299640739
house_24222	717232.5719698125	3879898.434228457
house_24223	717230.9368427491	3879888.5688161757
house_24224	717231.2481419324	3879878.63692066
house_24225	717232.2063062919	3879868.682930452
house_24226	717233.1644706514	3879858.728940244
house_24227	717234.1226350109	3879848.774950036
house_24228	717235.0807993703	3879838.8209598283
house_24229	717236.0389637299	3879828.8669696203
house_24230	717236.9971280893	3879818.9129794124
house_24231	717237.9552924488	3879808.9589892044
house_24232	717238.2919834745	3879799.0232182452
house_24233	717236.7523390973	3879789.142454348
house_24234	717235.21269472	3879779.261690451
house_24235	717233.6730503427	3879769.3809265536
house_24236	717234.4413647493	3879759.508733114
house_24237	717236.0543488261	3879749.6396763017
house_24238	717237.6673329029	3879739.7706194893
house_24239	717239.2803169797	3879729.9015626768
house_24240	717237.7177017696	3879720.989782779
house_24241	717229.3483061009	3879715.6042929
house_24242	717220.7406695393	3879710.5142444894
house_24243	717212.1330329777	3879705.4241960784
house_24244	717203.5253964161	3879700.334147668
house_24245	717194.9177598545	3879695.244099257
house_24246	717186.3101232928	3879690.1540508466
house_24247	717176.8647992562	3879687.1268368093
house_24248	717167.1454013402	3879684.7745391773
house_24249	717157.4260034241	3879682.4222415457
house_24250	717147.706605508	3879680.0699439137
house_24251	717137.7883192512	3879679.125510419
house_24252	717127.854759586	3879679.6576390653
house_24253	717117.9849184388	3879681.265816832
house_24254	717108.1150772916	3879682.8739945986
house_24255	717098.2662372082	3879684.5572480643
house_24256	717088.994505259	3879688.303577823
house_24257	717081.2837575054	3879694.302497349
house_24258	717074.5201651971	3879701.6682165326
house_24259	717067.7565728887	3879709.0339357154
house_24260	717060.9929805804	3879716.399654899
house_24261	717054.229388272	3879723.765374082
house_24262	717047.4657959637	3879731.1310932655
house_24263	717039.2619259893	3879736.652321303
house_24264	717431.3297875678	3879280.956818663
house_24265	717423.0842757551	3879275.3671613
house_24266	717415.5059066827	3879268.845002678
house_24267	717409.4411680199	3879260.893968472
house_24268	717403.376429357	3879252.9429342654
house_24269	717397.3116906941	3879244.9919000594
house_24270	717391.7914035568	3879236.6644859174
house_24271	717386.4955681927	3879228.1819080194
house_24272	717381.923044641	3879219.3656757297
house_24273	717379.9877024249	3879209.6775836563
house_24274	717382.0741926939	3879200.1983699827
house_24275	717387.7372643834	3879192.0147104133
house_24276	717396.1799404462	3879187.1881951923
house_24277	717406.1795456704	3879187.0993393552
house_24278	717416.1791508946	3879187.0104835187
house_24279	717426.1787561189	3879186.921627682
house_24280	717436.1783613431	3879186.8327718456
house_24281	717444.5979612628	3879181.608764313
house_24282	717452.1916277355	3879175.119972004
house_24283	717457.7034561184	3879167.043418394
house_24284	717461.2398836977	3879157.7289327187
house_24285	717463.499291327	3879147.987522289
house_24286	717467.2542377582	3879138.9034447176
house_24287	717474.3553781547	3879132.0399576584
house_24288	717482.3440166981	3879126.024838855
house_24289	717490.3326552416	3879120.009720051
house_24290	717498.3212937851	3879113.994601248
house_24291	717506.7966286576	3879108.773099511
house_24292	717515.779952184	3879104.3799345447
house_24293	717525.3028460467	3879102.2776957075
house_24294	717534.775216402	3879104.9428762184
house_24295	717541.4523373974	3879112.387072294
house_24296	717548.1294583926	3879119.8312683697
house_24297	717554.8065793879	3879127.2754644454
house_24298	717562.2346512821	3879133.8734017923
house_24299	717571.7233762275	3879136.6293945364
house_24300	717581.6898998993	3879136.70040567
house_24301	717591.0568142354	3879133.6467122855
house_24302	717599.9383260384	3879129.0675463844
house_24303	717608.7067531691	3879124.2597729233
house_24304	717617.4751802998	3879119.451999462
house_24305	717625.0674613267	3879112.9592587147
house_24306	717630.9239480074	3879104.9069150533
house_24307	717636.4916173266	3879096.6002274854
house_24308	717641.9309130281	3879088.2149247397
house_24309	717646.7993849064	3879079.4800531566
house_24310	717651.6678567849	3879070.745181574
house_24311	717654.7920912622	3879061.552186485
house_24312	717654.8442928139	3879051.552322736
house_24313	717650.8262341492	3879042.505049283
house_24314	717646.3418457021	3879033.5669141165
house_24315	717642.4200190033	3879024.4683026494
house_24316	717642.199563399	3879014.486522364
house_24317	717645.0801848543	3879005.01236621
house_24318	717648.6683933955	3878995.6783017437
house_24319	717649.8227236831	3878985.8623649417
house_24320	717649.895256052	3878975.875813745
house_24321	717648.3918980765	3878965.9894638225
house_24322	717647.3396927875	3878956.0744277197
house_24323	717647.5787749884	3878946.077286143
house_24324	717647.8178571892	3878936.0801445665
house_24325	717649.765326341	3878926.334870335
house_24326	717652.4214635382	3878916.6940749744
house_24327	717657.0743265258	3878908.0014371458
house_24328	717664.8056006554	3878902.1584621714
house_24329	717674.7867814593	3878901.545249519
house_24330	715939.0412461839	3877443.2590326862
house_24331	715929.7086345798	3877440.296664061
house_24332	715921.1355186804	3877435.14868545
house_24333	715911.6516285142	3877433.1415119767
house_24334	715902.848130257	3877436.980876672
house_24335	715894.5578914465	3877442.5730086863
house_24336	715885.3066698409	3877445.840232573
house_24337	715875.4241402718	3877445.3097301195
house_24338	715866.1450518161	3877442.310797757
house_24339	715857.8818160516	3877436.6788411965
house_24340	715848.9732818382	3877433.525651081
house_24341	715839.6041836556	3877436.512004988
house_24342	715830.6458404419	3877440.955886947
house_24343	715947.9467992679	3877440.8278684313
house_24344	715955.8398629453	3877434.6878728466
house_24345	715963.0348410077	3877427.943374807
house_24346	715967.9834631751	3877419.2536602756
house_24347	715972.9320853426	3877410.5639457437
house_24348	715979.0360562425	3877402.8047744986
house_24349	715986.4868053122	3877396.141173258
house_24350	715822.8067512916	3877439.32562803
house_24351	715817.0760838427	3877431.1305410513
house_24352	715809.7858756268	3877424.591733939
house_24353	715801.2611364415	3877419.364036375
house_24354	715792.7363972561	3877414.136338811
house_24355	715784.2116580707	3877408.908641247
house_24356	715775.6869188853	3877403.680943683
house_24357	715768.0232747163	3877397.2591767893
house_24358	715760.3713386288	3877390.8211744507
house_24359	715752.7194025412	3877384.383172112
house_24360	715745.0674664536	3877377.945169774
house_24361	715737.415530366	3877371.5071674353
house_24362	715729.7635942785	3877365.0691650966
house_24363	715722.8909315341	3877357.9115560353
house_24364	715718.5434157843	3877349.066164955
house_24365	715715.7813477068	3877339.455182698
house_24366	715712.5497571173	3877330.0516209165
house_24367	715707.3047313719	3877321.5375323026
house_24368	715701.714773769	3877313.2803888554
house_24369	715694.8930713886	3877305.9940563673
house_24370	715686.9905075033	3877299.8746060287
house_24371	715677.924452323	3877295.654814154
house_24372	715668.8583971427	3877291.4350222787
house_24373	715659.7923419625	3877287.215230404
house_24374	715519.9024984722	3877769.8506957563
house_24375	715516.9670706328	3877779.4101551236
house_24376	715514.0316427933	3877788.9696144913
house_24377	715511.3867403141	3877798.583913346
house_24378	715517.6951144248	3877805.115838376
house_24379	715526.0111550904	3877810.669527929
house_24380	715534.3658289722	3877816.156469528
house_24381	715543.323897506	3877820.6009051665
house_24382	715552.2819660397	3877825.045340805
house_24383	715561.5205943321	3877828.6797515196
house_24384	715571.3342800292	3877829.5136938524
house_24385	715580.5006198006	3877826.4385041213
house_24386	715587.8933757663	3877819.7044741814
house_24387	715595.286131732	3877812.9704442415
house_24388	715602.6788876979	3877806.2364143017
house_24389	715608.8876542777	3877798.7217565537
house_24390	715610.2911494484	3877788.998334852
house_24391	715609.8731339775	3877779.0070755184
house_24392	715614.7651470397	3877770.9724510713
house_24393	715623.457617413	3877766.040684137
house_24394	715632.17412561	3877761.139410338
house_24395	715637.7847506847	3877753.193448518
house_24396	715637.0597648373	3877743.3054349236
house_24397	715633.8731898734	3877733.8267356455
house_24398	715630.9403188605	3877724.2822695356
house_24399	715629.1207684259	3877714.4492010307
house_24400	715627.3012179913	3877704.616132526
house_24401	715625.5423787335	3877694.7801783807
house_24402	715626.4210893152	3877684.8188598077
house_24403	715627.2997998969	3877674.8575412347
house_24404	715628.1785104786	3877664.8962226617
house_24405	715629.0572210603	3877654.9349040887
house_24406	715629.935931642	3877644.9735855153
house_24407	715630.852306909	3877635.021030253
house_24408	715634.4611351055	3877625.694918574
house_24409	715641.8498559245	3877618.9905085345
house_24410	715651.2881382708	3877615.6861437922
house_24411	715660.7264206171	3877612.3817790495
house_24412	715670.1647029634	3877609.0774143073
house_24413	715679.6029853098	3877605.7730495646
house_24414	715689.041267656	3877602.4686848223
house_24415	715697.8673325805	3877597.8538698377
house_24416	715706.4581017431	3877592.735404717
house_24417	715715.0488709057	3877587.6169395954
house_24418	715723.6396400682	3877582.4984744745
house_24419	715732.6636339867	3877578.2703369497
house_24420	715741.992710279	3877574.6691794232
house_24421	715751.2670704703	3877570.945490695
house_24422	715760.1756428506	3877566.402656982
house_24423	715768.5528442367	3877561.0926629156
house_24424	715775.9376659899	3877554.349932929
house_24425	715783.3224877431	3877547.607202942
house_24426	715790.7073094962	3877540.8644729555
house_24427	715798.0921312494	3877534.1217429684
house_24428	715804.0308697844	3877526.176556202
house_24429	715807.6511271128	3877517.120766815
house_24430	715808.635892412	3877507.169373078
house_24431	715810.097819	3877497.4047333533
house_24432	715816.1296010198	3877489.4286688054
house_24433	715822.1613830396	3877481.452604258
house_24434	715825.8756454316	3877472.5464590658
house_24435	715827.0190077516	3877462.6131733325
house_24436	715826.3188425438	3877452.637715013
house_24437	718421.1954083454	3877566.9376180116
house_24438	718412.5638556543	3877561.8882320942
house_24439	718403.9323029632	3877556.8388461773
house_24440	718395.3007502722	3877551.78946026
house_24441	718386.6691975811	3877546.7400743426
house_24442	718378.4984955231	3877540.996731875
house_24443	718370.4962364708	3877534.999745127
house_24444	718362.4939774183	3877529.0027583786
house_24445	718354.4917183658	3877523.0057716304
house_24446	718346.4894593135	3877517.0087848823
house_24447	718338.487200261	3877511.011798134
house_24448	720449.8771230712	3880502.839398824
house_24449	720441.3664186676	3880497.5888835588
house_24450	720434.2943974426	3880490.562845948
house_24451	720427.3935406483	3880483.325569147
house_24452	720420.492683854	3880476.088292345
house_24453	720413.5918270596	3880468.851015543
house_24454	720406.6909702652	3880461.6137387417
house_24455	720399.7901134709	3880454.37646194
house_24456	720392.8892566765	3880447.139185138
house_24457	720385.9883998822	3880439.9019083367
house_24458	720378.059493155	3880433.981385442
house_24459	720369.0230977345	3880429.7695353404
house_24460	720359.6674031024	3880426.238108157
house_24461	720350.1465826842	3880423.210146609
house_24462	720340.477984603	3880420.7316571674
house_24463	720330.5101893863	3880419.9297478725
house_24464	720320.5423941696	3880419.127838577
house_24465	720310.8323246385	3880416.898856998
house_24466	720301.2137037033	3880414.1635085186
house_24467	720291.8344351719	3880410.773232799
house_24468	720282.7630889482	3880406.5834014616
house_24469	720274.5439735588	3880400.887249935
house_24470	720266.3248581693	3880395.1910984083
house_24471	720258.1057427798	3880389.4949468817
house_24472	720249.8866273904	3880383.798795355
house_24473	720241.6675120009	3880378.1026438284
house_24474	720233.4483966114	3880372.4064923017
house_24475	720225.2292812219	3880366.710340775
house_24476	720217.0101658325	3880361.0141892484
house_24477	720208.791050443	3880355.318037722
house_24478	720199.9221546182	3880350.7718709423
house_24479	720190.4214658871	3880348.344965999
house_24480	720180.6196316094	3880348.787697259
house_24481	720172.2535427131	3880354.2657038835
house_24482	720164.1936147219	3880360.081512214
house_24483	720157.7172205483	3880367.661993538
house_24484	720149.4385978241	3880373.067424153
house_24485	720139.6187707653	3880373.6510034916
house_24486	720129.8079477635	3880372.1062786197
house_24487	720120.3288684728	3880368.920834255
house_24488	720110.8497891821	3880365.7353898906
house_24489	720101.3707098914	3880362.549945526
house_24490	720091.701306882	3880360.1005475544
house_24491	720081.8114136214	3880358.862632216
house_24492	720071.8118786477	3880358.766194112
house_24493	720061.8123436739	3880358.6697560083
house_24494	720051.8128087001	3880358.5733179045
house_24495	720043.1788517827	3880355.0207414893
house_24496	720035.8139897186	3880348.2562158755
house_24497	720029.7234924684	3880340.4750433
house_24498	720024.7642803859	3880331.7913680687
house_24499	720019.8050683035	3880323.1076928377
house_24500	720014.8458562209	3880314.4240176063
house_24501	720009.3825067634	3880306.1046912554
house_24502	720002.6935254831	3880298.6711504147
house_24503	719994.991144465	3880292.3532992275
house_24504	719986.9059457165	3880286.4919024417
house_24505	719977.4746569153	3880283.167629356
house_24506	719967.611694101	3880283.2541702194
house_24507	719957.6839340505	3880284.3194491346
house_24508	719948.0219352037	3880286.897389841
house_24509	719938.0988773127	3880287.846995721
house_24510	719928.2071573177	3880287.4720798503
house_24511	719918.9357464917	3880284.153723624
house_24512	719912.0258089496	3880277.1745124604
house_24513	719907.4147471574	3880268.3010627846
house_24514	719906.1219082694	3880258.4779016185
house_24515	719906.1941192171	3880248.500812193
house_24516	719906.7960072429	3880238.5189420874
house_24517	719907.3978952685	3880228.5370719815
house_24518	719907.9997832943	3880218.555201876
house_24519	719908.6016713199	3880208.5733317705
house_24520	719908.5694746237	3880198.5895786835
house_24521	719907.9491976672	3880188.6162087037
house_24522	719905.478145182	3880178.926322243
house_24523	719903.0070926968	3880169.2364357826
house_24524	719900.1059119838	3880159.701253352
house_24525	719895.8389702718	3880150.6572935763
house_24526	719890.2320866521	3880142.377303617
house_24527	719884.6225996548	3880134.098797977
house_24528	719879.0131126576	3880125.8202923373
house_24529	719873.4036256603	3880117.5417866977
house_24530	719867.5518867078	3880109.438870346
house_24531	719861.4298049131	3880101.531904145
house_24532	719855.3077231183	3880093.6249379446
house_24533	719848.0959347206	3880086.73841682
house_24534	719838.7330415498	3880084.882458843
house_24535	719829.2629636906	3880086.9908412225
house_24536	719821.3058520161	3880092.869526032
house_24537	719814.663769629	3880100.265595824
house_24538	719809.9186659455	3880109.007379717
house_24539	719806.3367855637	3880118.343874398
house_24540	719802.7549051819	3880127.680369079
house_24541	719798.646263297	3880136.768483491
house_24542	719793.7218801684	3880145.471956982
house_24543	719787.8786673301	3880153.470947912
house_24544	719780.7516655183	3880160.485635729
house_24545	719773.6246637065	3880167.5003235466
house_24546	719765.8796196796	3880173.729484041
house_24547	719757.3848719207	3880179.0057763485
house_24548	716053.1984419813	3878457.165298737
house_24549	716045.9207725219	3878450.307053536
house_24550	716040.2440191025	3878442.137139072
house_24551	716034.9510931881	3878433.6527454425
house_24552	716029.6581672737	3878425.1683518123
house_24553	716030.3275180276	3878415.259279555
house_24554	716031.2130072875	3878405.298561269
house_24555	716031.9062597156	3878395.3329825425
house_24556	716031.5252658796	3878385.340242993
house_24557	716060.2737093823	3879072.1498344303
house_24558	716061.5417423473	3879062.2305556056
house_24559	716062.9081640327	3879052.328314219
house_24560	716065.0492854929	3879042.560223367
house_24561	716067.1904069529	3879032.7921325155
house_24562	716069.3315284129	3879023.0240416634
house_24563	716071.472649873	3879013.2559508113
house_24564	716073.613771333	3879003.4878599592
house_24565	716075.754892793	3878993.719769107
house_24566	716077.8960142531	3878983.951678255
house_24567	716079.9098148703	3878974.1595400544
house_24568	716081.4789368653	3878964.28341449
house_24569	716083.0480588602	3878954.4072889253
house_24570	716084.6171808552	3878944.531163361
house_24571	716086.1863028501	3878934.6550377966
house_24572	716087.7554248451	3878924.7789122323
house_24573	716088.3515616491	3878914.82682245
house_24574	716088.3342342823	3878904.8268374614
house_24575	716088.21221514	3878894.832277769
house_24576	716087.1957950615	3878884.884067366
house_24577	716086.1793749831	3878874.935856963
house_24578	716085.1629549046	3878864.9876465597
house_24579	716084.1465348261	3878855.039436157
house_24580	716083.1301147476	3878845.0912257535
house_24581	716082.1136946691	3878835.1430153507
house_24582	716080.3738033065	3878825.312414637
house_24583	716078.1867371419	3878815.554508018
house_24584	716075.9996709775	3878805.7966013984
house_24585	716073.8126048129	3878796.038694779
house_24586	716071.6255386485	3878786.2807881595
house_24587	716067.9689931993	3878776.9765086286
house_24588	716064.2751335052	3878767.683747975
house_24589	716060.5812738113	3878758.3909873217
house_24590	716057.8943928983	3878748.7751083476
house_24591	716055.4916154258	3878739.0680665523
house_24592	716054.0613762082	3878729.2476972546
house_24593	716054.167806343	3878719.2482636394
house_24594	716054.2742364776	3878709.248830024
house_24595	716054.3806666122	3878699.249396409
house_24596	716055.0157258431	3878689.325477443
house_24597	716057.7132589155	3878679.6961828
house_24598	716060.4107919878	3878670.066888157
house_24599	716065.3896785689	3878661.4138540584
house_24600	716070.4929348229	3878652.814041525
house_24601	716075.5961910769	3878644.2142289924
house_24602	716080.6994473309	3878635.614416459
house_24603	716085.802703585	3878627.014603926
house_24604	716090.466892111	3878618.2187418384
house_24605	716093.4635060489	3878608.6782856174
house_24606	716096.4601199867	3878599.137829396
house_24607	716099.4567339246	3878589.597373175
house_24608	716102.4533478623	3878580.056916954
house_24609	716104.3015513304	3878570.3100825073
house_24610	716104.814145708	3878560.3232287983
house_24611	716105.0920436309	3878550.343718898
house_24612	716103.9560727573	3878540.4084498943
house_24613	716102.8201018837	3878530.4731808905
house_24614	716099.5432038194	3878521.0605821298
house_24615	716095.9731977925	3878511.719540594
house_24616	716092.4031917657	3878502.3784990585
house_24617	716086.9890646704	3878494.001574629
house_24618	716080.9853153459	3878486.038125988
house_24619	716074.1013399389	3878478.7847900246
house_24620	716067.217364532	3878471.5314540616
house_24621	716060.3333891252	3878464.278118098
house_24622	716903.7248298917	3880251.724335005
house_24623	716895.4076234411	3880257.2762785256
house_24624	716910.0479985332	3880253.4555415814
house_24625	716914.3771293659	3880262.4698982546
house_24626	716916.312445015	3880272.2051210515
house_24627	716917.5515404512	3880282.1247353135
house_24628	716918.2869153629	3880292.097659847
house_24629	716919.0222902746	3880302.0705843796
house_24630	716919.7576651863	3880312.0435089124
house_24631	716920.4930400979	3880322.0164334453
house_24632	716921.2284150096	3880331.989357978
house_24633	716921.9637899213	3880341.962282511
house_24634	716922.699164833	3880351.9352070442
house_24635	716923.4345397446	3880361.908131577
house_24636	716924.1699146563	3880371.88105611
house_24637	716924.905289568	3880381.8539806427
house_24638	716927.2746400222	3880391.465923075
house_24639	716932.5640461294	3880399.8808439625
house_24640	716940.0498328272	3880406.5113037894
house_24641	716947.535619525	3880413.1417636164
house_24642	716955.0214062228	3880419.7722234433
house_24643	716963.9134297436	3880424.330727915
house_24644	716973.2024230772	3880427.798410483
house_24645	716982.9962958011	3880429.818325597
house_24646	716992.7901685251	3880431.8382407106
house_24647	717002.5840412491	3880433.8581558247
house_24648	717012.3779139731	3880435.8780709384
house_24649	717022.171786697	3880437.897986052
house_24650	717031.9656594209	3880439.917901166
house_24651	717041.7333129331	3880442.040992328
house_24652	717051.3033201123	3880444.941847821
house_24653	717060.8733272913	3880447.8427033145
house_24654	717070.4433344705	3880450.7435588078
house_24655	717080.0133416496	3880453.6444143006
house_24656	720760.2163416477	3876282.8476861194
house_24657	720769.5118205696	3876284.8890506714
house_24658	720777.7670571649	3876290.532725782
house_24659	720786.0222937602	3876296.176400893
house_24660	720745.7081272501	3876284.3075071024
house_24661	721141.9747193527	3876538.4898719275
house_24662	721143.5856689145	3876528.620482812
house_24663	721145.1966184763	3876518.751093697
house_24664	721146.807568038	3876508.8817045814
house_24665	721148.4185175998	3876499.012315466
house_24666	721150.0294671616	3876489.1429263507
house_24667	721151.6404167233	3876479.2735372353
house_24668	717659.1360714311	3877798.3256590213
house_24669	717667.485748112	3877792.8226689864
house_24670	717675.8354247928	3877787.3196789515
house_24671	717684.6725794248	3877782.6731027626
house_24672	717693.6673747094	3877778.303473741
house_24673	717703.3459581331	3877776.311116772
house_24674	717713.2994058786	3877775.426990838
house_24675	717723.298630331	3877775.3024502737
house_24676	717733.2978547832	3877775.1779097095
