fid	x	y
house_2360	686934.1125670729	6088057.275609691
house_2361	686949.086949581	6088057.316546656
house_2362	686968.9791663811	6088061.241740047
house_2363	686981.1756741771	6088069.912772659
house_2364	686991.1936353777	6088081.0360744195
house_2365	686998.5010550752	6088094.099168962
house_2366	687003.522550151	6088108.228939974
house_2367	687008.2810741132	6088122.454144707
house_2368	687013.0395980753	6088136.67934944
house_2369	687017.7981220374	6088150.904554173
house_2370	687022.5566459997	6088165.129758907
house_2371	687027.3151699618	6088179.35496364
house_2372	684532.84147607	6086381.770561516
house_2373	684533.1915042801	6086366.774646063
house_2374	684533.5415324902	6086351.778730611
house_2375	684533.8915607003	6086336.782815159
house_2376	684534.2415889103	6086321.786899706
house_2377	684483.3605531448	6086425.57304168
house_2378	684493.7497125793	6086414.75336672
house_2379	684504.1388720139	6086403.93369176
house_2380	684515.2656796388	6086393.935027278
house_2381	684537.7174221107	6086386.497677516
house_2382	684552.5599277753	6086387.680809331
house_2383	684566.1591806558	6086393.809563851
house_2384	684577.068879572	6086404.000937051
house_2385	684584.8740261828	6086416.794377835
house_2386	684592.2974576049	6086429.8286659205
house_2387	684599.720889027	6086442.862954007
house_2388	684898.3260041802	6086528.4653073205
house_2389	684913.0422167212	6086525.561329282
house_2390	684927.7584292623	6086522.657351243
house_2391	684942.4746418033	6086519.753373206
house_2392	684894.3885953113	6086534.33870366
house_2393	684897.292581246	6086549.054914643
house_2394	684900.1965671806	6086563.771125627
house_2395	684889.1147893963	6086509.440228501
house_2396	684892.2728575858	6086524.1040140055
house_2397	684987.6399213527	6086281.229621547
house_2398	684994.2537854111	6086294.692786192
house_2399	685000.8676494694	6086308.155950835
house_2400	684990.0625815006	6086274.847628131
house_2401	685003.4797399882	6086268.210492985
house_2402	685016.5140267832	6086260.787059296
house_2403	685029.548313578	6086253.363625606
house_2404	685042.582600373	6086245.940191916
house_2405	684904.6192278212	6086250.9528002925
house_2406	684918.2318112851	6086257.253401172
house_2407	684931.8443947491	6086263.554002051
house_2408	684945.456978213	6086269.85460293
house_2409	684959.1838527888	6086275.888322806
house_2410	684973.9318466556	6086278.221418665
house_2411	685005.4793621522	6086320.190785774
house_2412	685004.1018327697	6086334.677791459
house_2413	684994.1438977297	6086345.8065834725
house_2414	684983.3834515342	6086356.257076172
house_2415	684970.5817221655	6086363.203986699
house_2416	684956.0203551167	6086359.857720152
house_2417	685008.8710213582	6086313.107778261
house_2418	685022.3341854332	6086306.493913046
house_2419	685035.7973495082	6086299.880047831
house_2420	685030.2117361571	6086725.924361525
house_2421	685029.1536220877	6086710.981733134
house_2422	685031.1372893192	6086696.134212703
house_2423	685030.7716154794	6086681.460397319
house_2424	685019.8211504843	6086671.838958274
house_2425	685057.6459580581	6086727.040339674
house_2426	685042.7979322318	6086729.1701586945
house_2427	685025.9723515743	6086731.583594473
house_2428	685011.3796446044	6086734.953997326
house_2429	684997.5846480767	6086740.800613376
house_2430	684984.0642749191	6086747.296728345
house_2431	684970.5439017614	6086753.792843313
house_2432	684954.4486744417	6086569.005267884
house_2433	684961.0389977681	6086582.479971534
house_2434	684967.6293210944	6086595.954675184
house_2435	684906.8011585288	6086571.43849909
house_2436	684921.6300341161	6086569.179196362
house_2437	684936.4589097034	6086566.919893635
house_2438	684993.3932357908	6086554.263962741
house_2439	684978.6024431632	6086556.760450965
house_2440	684963.852469774	6086559.462120227
house_2441	684957.2409123174	6086564.84499457
house_2442	684972.1854910905	6086564.737001283
house_2443	684987.0422977624	6086562.671004466
house_2444	685067.4317444285	6086264.338328227
house_2445	685081.2428147162	6086258.500680075
house_2446	685095.9878476919	6086256.255329454
house_2447	685110.3915839313	6086260.018554275
house_2448	685051.4711217283	6086246.631860833
house_2449	685058.9693869143	6086259.62324333
house_2450	685067.2286832258	6086274.102603821
house_2451	684609.0361316736	6086450.062385075
house_2452	684617.7119266945	6086437.825940299
house_2453	684626.3877217153	6086425.589495523
house_2454	684635.0635167361	6086413.353050747
house_2455	684643.739311757	6086401.116605971
house_2456	684652.4151067779	6086388.880161195
house_2457	684608.6186723348	6086458.485965433
house_2458	684616.0420893396	6086471.520261731
house_2459	684623.5918720581	6086484.477934724
house_2460	684633.0897600711	6086496.022461142
house_2461	684645.1487316374	6086504.869209561
house_2462	684659.0832257678	6086510.301632512
house_2463	684673.9182507271	6086512.145223765
house_2464	684688.8175003048	6086510.620838718
house_2465	685177.0176572882	6086193.509820867
house_2466	685182.353329153	6086179.49088347
house_2467	685187.689001018	6086165.471946073
house_2468	685193.0246728829	6086151.453008675
house_2469	685198.3603447478	6086137.434071278
house_2470	685203.6960166127	6086123.41513388
house_2471	685180.1728545396	6086198.99401276
house_2472	685194.9741181587	6086201.42765104
house_2473	685209.7753817777	6086203.8612893205
house_2474	685224.5766453968	6086206.294927601
house_2475	685239.3779090159	6086208.728565881
house_2476	685254.1791726348	6086211.162204161
house_2477	685268.980436254	6086213.595842442
house_2478	685283.8137554564	6086215.824281328
house_2479	685298.6874865256	6086217.751849628
house_2480	685313.6010337946	6086219.345974447
house_2481	685328.5494328759	6086220.589101514
house_2482	685101.4653084703	6086159.162611747
house_2483	685113.3915338798	6086168.2601469895
house_2484	685125.3196170345	6086177.355141188
house_2485	685137.887270455	6086185.521491995
house_2486	685151.4487262266	6086191.883810476
house_2487	685165.7570027747	6086196.317592116
house_2488	685209.9936584956	6086106.868721327
house_2489	685215.3293339836	6086092.849785308
house_2490	685220.6650094715	6086078.830849291
house_2491	685226.0006849595	6086064.811913272
house_2492	685231.3363604473	6086050.792977254
house_2493	685236.6720359353	6086036.774041235
house_2494	685242.0077114232	6086022.755105217
house_2495	685213.1464749102	6086112.367255263
house_2496	685227.9405996418	6086114.84392105
house_2497	685242.7347243733	6086117.320586839
house_2498	685257.528849105	6086119.797252627
house_2499	685272.2298920412	6086118.581778289
house_2500	685283.4336266096	6086108.944360233
house_2501	685292.5658154744	6086097.0446490375
house_2502	685301.6980043391	6086085.144937842
house_2503	685310.8301932039	6086073.245226647
house_2504	685319.9623820686	6086061.34551545
house_2505	685325.7358779284	6086047.777806633
house_2506	685322.18398851	6086033.514552052
house_2507	685310.6607467915	6086024.389310808
house_2508	685296.2063780493	6086020.401113727
house_2509	685281.7065072362	6086016.560053144
house_2510	685267.2066364232	6086012.71899256
house_2511	685252.7067656101	6086008.877931977
house_2512	685249.4103108215	6086002.845630553
house_2513	685253.6536251256	6085988.465963946
house_2514	685256.3063664569	6085973.709708123
house_2515	685257.9906655317	6085958.806346126
house_2516	685259.5161165012	6085943.884114412
house_2517	685263.6327503307	6085929.660879968
house_2518	685275.2670551913	6085920.672901812
house_2519	685289.9984847802	6085920.520174996
house_2520	685304.4642851353	6085924.487620029
house_2521	685318.9300854902	6085928.455065061
house_2522	685333.3958858452	6085932.422510094
house_2523	685347.824692359	6085936.515204811
house_2524	685361.8051353843	6085941.900668781
house_2525	685374.9106081706	6085949.17391618
house_2526	685391.5903883803	6085962.830839728
house_2527	685401.4713262797	6085974.090050533
house_2528	685409.641702105	6085986.652984105
house_2529	685415.9385146144	6086000.244963281
house_2530	685420.8320556385	6086014.420964573
house_2531	685425.5161582344	6086028.6708481815
house_2532	685430.2002608303	6086042.92073179
house_2533	685434.8843634264	6086057.170615399
house_2534	685439.5684660223	6086071.420499008
house_2535	685444.2525686182	6086085.670382618
house_2536	685448.9366712142	6086099.920266227
house_2537	685453.6207738101	6086114.170149836
house_2538	685458.304876406	6086128.420033445
house_2539	685461.5423024459	6086143.035800556
house_2540	685461.1242421869	6086157.990423366
house_2541	685457.0704438317	6086172.384355578
house_2542	685449.6563831222	6086185.365169349
house_2543	685440.1925208004	6086196.9976005815
house_2544	685430.5834116557	6086208.515630857
house_2545	685420.9743025111	6086220.033661134
house_2546	685391.3893834642	6085955.611837444
house_2547	685401.4594338558	6085944.494549775
house_2548	685411.5294842476	6085933.377262106
house_2549	685417.9499676247	6086231.267254145
house_2550	685430.6674454756	6086239.110763416
house_2551	685440.8673826065	6086250.047290174
house_2552	685448.4216778282	6086262.9773649145
house_2553	685455.2539997797	6086276.330992764
house_2554	685345.9029916704	6086221.761400767
house_2555	685360.8693666805	6086222.765203068
house_2556	685375.8357416905	6086223.769005368
house_2557	685390.8021167006	6086224.77280767
house_2558	685405.610499723	6086226.8523584325
house_2559	685342.6927605631	6086216.753822113
house_2560	685348.0284422511	6086202.734888455
house_2561	685353.3641239392	6086188.715954796
house_2562	685358.6998056272	6086174.697021138
house_2563	685364.0354873153	6086160.678087479
house_2564	685024.7134577119	6086094.585121029
house_2565	685030.0491308483	6086080.566184116
house_2566	685035.3848039847	6086066.547247202
house_2567	685040.7204771211	6086052.528310289
house_2568	685046.0561502574	6086038.509373375
house_2569	685051.3918233938	6086024.490436462
house_2570	685056.7274965302	6086010.471499548
house_2571	685062.0631696666	6085996.452562636
house_2572	685067.6140961188	6085982.523215933
house_2573	685076.1714226548	6085970.307337963
house_2574	685088.1785065663	6085961.435421887
house_2575	685102.4017909825	6085956.806624159
house_2576	685117.0273063387	6085953.475813362
house_2577	685131.6528216947	6085950.145002564
house_2578	685146.431780593	6085948.239430418
house_2579	685159.6657051063	6085954.711976968
house_2580	685166.1960641425	6085967.925997505
house_2581	685163.5729630133	6085982.5036203405
house_2582	685158.2372891316	6085996.522556971
house_2583	685152.90161525	6086010.5414936
house_2584	685147.5659413683	6086024.56043023
house_2585	685142.2302674868	6086038.57936686
house_2586	685136.8945936051	6086052.598303489
house_2587	685131.5589197235	6086066.617240119
house_2588	685126.2232458418	6086080.636176749
house_2589	685120.8875719602	6086094.655113379
house_2590	685115.5518980785	6086108.674050008
house_2591	685110.216224197	6086122.692986638
house_2592	685104.8805503153	6086136.711923268
house_2593	685099.5448764337	6086150.730859898
house_2594	684956.1647716907	6086094.964055888
house_2595	684969.8582972424	6086088.971453686
house_2596	684984.6615483151	6086086.805810145
house_2597	684999.5374067599	6086088.370244543
house_2598	685013.5061470267	6086093.62915967
house_2599	685026.9103051246	6086102.290616132
house_2600	685038.8365204991	6086111.38816453
house_2601	685050.7627358735	6086120.485712928
house_2602	685062.688951248	6086129.583261325
house_2603	685074.6151666224	6086138.680809722
house_2604	685086.5413819968	6086147.77835812
house_2605	684948.9285507135	6086093.148185485
house_2606	684940.5053028539	6086080.73654194
house_2607	684932.7537598677	6086067.952916133
house_2608	684932.4341163322	6086053.25845281
house_2609	684940.6779760448	6086040.91788118
house_2610	684950.6831973578	6086029.742213572
house_2611	684918.210294788	6086145.493905051
house_2612	684925.2146791517	6086132.229720203
house_2613	684932.2332046382	6086118.973450578
house_2614	684940.901247352	6086106.782548592
house_2615	684846.860577778	6086097.92608775
house_2616	684855.8424856677	6086109.913909428
house_2617	684866.3921170173	6086120.554399934
house_2618	684878.3613731754	6086129.575412678
house_2619	684891.393938	6086136.987355419
house_2620	684904.658116497	6086143.991751811
house_2621	684839.8552690956	6086096.217045813
house_2622	684826.884076384	6086103.750183249
house_2623	684813.9128836724	6086111.283320686
house_2624	684800.9416909608	6086118.816458122
house_2625	684787.9704982493	6086126.349595559
house_2626	684774.9993055377	6086133.882732995
house_2627	684763.105866408	6086142.858544436
house_2628	684756.5566522714	6086156.163167427
house_2629	684841.6679532741	6086089.3822696265
house_2630	684834.1348130979	6086076.411078506
house_2631	684826.6016729217	6086063.439887386
house_2632	684920.2968951064	6086152.250094491
house_2633	684933.5610804256	6086159.254477963
house_2634	684946.8252657448	6086166.258861435
house_2635	684960.089451064	6086173.263244906
house_2636	684973.3536363831	6086180.267628378
house_2637	684986.6178217023	6086187.27201185
house_2638	684999.7460840191	6086194.524110391
house_2639	685012.1491410676	6086202.943687656
house_2640	685023.7436417657	6086212.4492016835
house_2641	685034.2454473011	6086223.149092786
house_2642	685043.7473622947	6086234.744811809
house_2643	684758.0270649532	6086173.015086719
house_2644	684766.10852015	6086185.381617582
house_2645	684779.0480944741	6086192.832173854
house_2646	684792.6606839665	6086199.132761708
house_2647	684751.4154489479	6086169.252646522
house_2648	684736.6825957928	6086172.070986087
house_2649	684721.9497426376	6086174.889325653
house_2650	684707.2168894823	6086177.707665219
house_2651	684692.6141717545	6086181.054522428
house_2652	684679.525795755	6086188.2303103395
house_2653	684667.9519942909	6086197.768181264
house_2654	684656.4326951031	6086207.375769215
house_2655	684644.9133959153	6086216.983357165
house_2656	684633.3940967275	6086226.590945115
house_2657	684621.8747975397	6086236.198533066
house_2658	684610.3554983517	6086245.806121016
house_2659	684598.8361991639	6086255.413708966
house_2660	684810.5877295618	6086207.430296534
house_2661	684824.200318246	6086213.730886133
house_2662	684837.8129069303	6086220.031475734
house_2663	684851.4254956146	6086226.332065335
house_2664	684865.0380842988	6086232.632654935
house_2665	684878.6506729831	6086238.933244536
house_2666	684892.2632616675	6086245.233834136
house_2667	684898.781673746	6086253.680636012
house_2668	684894.8815949836	6086268.16474405
house_2669	684890.9815162214	6086282.648852088
house_2670	684887.0814374591	6086297.132960126
house_2671	684883.1813586969	6086311.617068163
house_2672	684805.469409232	6086210.29625365
house_2673	684803.727036927	6086225.194714603
house_2674	684801.984664622	6086240.093175556
house_2675	684800.242292317	6086254.991636508
house_2676	684798.499920012	6086269.890097461
house_2677	684796.7575477071	6086284.788558412
house_2678	684483.3770770157	6086432.770218859
house_2679	684492.8933779704	6086444.341361662
house_2680	684500.8298887194	6086457.057370288
house_2681	684508.2533304725	6086470.091652491
house_2682	684515.6767722256	6086483.125934693
house_2683	684442.8815197997	6086405.957632942
house_2684	684456.4926553239	6086412.233753374
house_2685	684469.1140656593	6086420.289228382
house_2686	684858.1948596601	6086578.844006517
house_2687	684873.0237386418	6086576.584726067
house_2688	684887.8526176233	6086574.3254456185
house_2689	684824.2162592417	6086489.991803771
house_2690	684839.045136968	6086487.732515083
house_2691	684853.8740146944	6086485.473226394
house_2692	684868.7123865111	6086486.35691889
house_2693	684881.1761872164	6086494.293859169
house_2694	684890.5118421601	6086500.193542913
house_2695	684897.8610686413	6086487.11727165
house_2696	684905.2102951225	6086474.041000388
house_2697	684912.5595216036	6086460.964729125
house_2698	684709.9566591855	6086507.400103399
house_2699	684724.7855367421	6086505.140813596
house_2700	684739.6144142986	6086502.881523793
house_2701	684754.4432918552	6086500.62223399
house_2702	684769.2721694116	6086498.362944188
house_2703	684784.1010469683	6086496.103654385
house_2704	684798.9299245247	6086493.844364582
house_2705	684813.7588020812	6086491.585074779
house_2706	684820.7271278758	6086485.960928376
house_2707	684825.0886115045	6086471.609013502
house_2708	684829.4500951334	6086457.257098627
house_2709	684833.8115787621	6086442.905183753
house_2710	684706.1671044186	6086503.2880526995
house_2711	684709.6273176743	6086488.692610801
house_2712	684713.0875309302	6086474.097168902
house_2713	684716.811169636	6086459.5731521435
house_2714	684723.7504728865	6086446.350280494
house_2715	684732.4262885448	6086434.1138503505
house_2716	684741.1021042031	6086421.877420207
house_2717	684749.7779198614	6086409.640990064
house_2718	685418.6098247543	6086833.690944082
house_2719	685420.7395990182	6086848.538976328
house_2720	685422.8693732822	6086863.387008575
house_2721	685424.9991475462	6086878.235040821
house_2722	685427.1289218102	6086893.0830730675
house_2723	685429.2586960741	6086907.931105314
house_2724	685431.3884703381	6086922.779137559
house_2725	685433.5461238457	6086937.621952214
house_2726	685440.4166329826	6086950.660168841
house_2727	685453.829244409	6086956.745324171
house_2728	685468.7886703447	6086957.812343067
house_2729	685483.7550423937	6086958.816189515
house_2730	685498.7214144425	6086959.820035965
house_2731	685513.6877864915	6086960.823882415
house_2732	685528.6541585403	6086961.827728865
house_2733	685543.6205305893	6086962.831575314
house_2734	685558.5753316317	6086963.988573871
house_2735	685573.5106409154	6086965.363486586
house_2736	685588.4070580935	6086967.123246586
house_2737	685603.2448140444	6086969.316648055
house_2738	685618.0315729151	6086971.824183359
house_2739	685632.7629958257	6086974.64511955
house_2740	685647.4053189412	6086977.9012482
house_2741	685662.0048139758	6086981.342581402
house_2742	685676.590121244	6086984.845267785
house_2743	685691.175428512	6086988.347954167
house_2744	685705.7607357802	6086991.850640549
house_2745	685720.3460430483	6086995.353326932
house_2746	685734.9313503165	6086998.856013314
house_2747	685749.5166575847	6087002.358699697
house_2748	685764.1019648528	6087005.861386079
house_2749	685778.687272121	6087009.364072462
house_2750	685793.3427303451	6087012.541059029
house_2751	685808.3066030281	6087013.185038977
house_2752	685823.1029782773	6087010.885857273
house_2753	685837.1619502191	6087005.742476961
house_2754	685850.3147830832	6086998.539077862
house_2755	685863.3490999625	6086991.1156969955
house_2756	685876.383416842	6086983.692316129
house_2757	685384.4743662571	6086831.975172344
house_2758	685399.2081769814	6086829.262627377
house_2759	685422.8715214274	6086829.273559001
house_2760	685437.6325441918	6086831.859308895
house_2761	685452.2178521903	6086835.361992236
house_2762	685466.8031601887	6086838.864675578
house_2763	685481.3884681872	6086842.367358919
house_2764	685495.9737761857	6086845.870042261
house_2765	685510.559084184	6086849.372725601
house_2766	685525.1443921825	6086852.875408943
house_2767	685539.7297001809	6086856.378092284
house_2768	685554.3150081794	6086859.880775626
house_2769	685568.9003161779	6086863.383458967
house_2770	685583.4856241763	6086866.886142309
house_2771	685598.0709321747	6086870.38882565
house_2772	685612.6562401731	6086873.891508992
house_2773	685627.2415481716	6086877.394192333
house_2774	685641.8268561701	6086880.896875675
house_2775	685656.4121641685	6086884.399559016
house_2776	685670.9974721669	6086887.902242358
house_2777	685685.5827801654	6086891.404925699
house_2778	685700.1680881638	6086894.907609041
house_2779	685714.0349696381	6086898.237759843
house_2780	685728.6202785523	6086901.740439371
house_2781	685743.2055874665	6086905.243118899
house_2782	685757.7908963807	6086908.745798428
house_2783	685772.3762052949	6086912.248477956
house_2784	685786.961514209	6086915.751157484
house_2785	685801.5468231232	6086919.253837013
house_2786	685816.1321320374	6086922.75651654
house_2787	685830.637288826	6086926.565266396
house_2788	685844.5410033315	6086932.149438096
house_2789	685857.5485901718	6086939.577471694
house_2790	685869.4253389913	6086948.715769022
house_2791	685879.8281743701	6086959.505088907
house_2792	685893.1091240966	6086979.90386888
house_2793	685899.1212143297	6086993.62627254
house_2794	685902.9802705586	6087008.101475232
house_2795	685904.7877471874	6087022.976105939
house_2796	685726.248100716	6086830.606407503
house_2797	685741.056702864	6086828.2178300135
house_2798	685755.865305012	6086825.829252523
house_2799	685770.6739071598	6086823.440675034
house_2800	685785.5115332068	6086821.266052092
house_2801	685721.4521462085	6086836.400632713
house_2802	685720.175238091	6086851.257276312
house_2803	685716.6725557909	6086865.842584561
house_2804	685713.1698734907	6086880.42789281
house_2805	685661.4881711953	6086788.13825336
house_2806	685676.07348478	6086791.64091344
house_2807	685690.591080432	6086795.38985373
house_2808	685703.7995787762	6086802.322386822
house_2809	685714.0268325807	6086813.190431529
house_2810	685798.3783984812	6086821.699313608
house_2811	685813.0879361875	6086824.545307469
house_2812	685827.6732492184	6086828.047969855
house_2813	685842.2585622491	6086831.550632241
house_2814	685856.8438752799	6086835.053294628
house_2815	685871.4276161771	6086838.56210799
house_2816	685792.8893407008	6086816.039194544
house_2817	685791.2790628038	6086801.125878176
house_2818	685789.6687849069	6086786.212561808
house_2819	685788.0585070099	6086771.2992454395
house_2820	685784.0596408704	6086756.905195716
house_2821	685776.5577755864	6086743.921484833
house_2822	685768.8255968806	6086731.067947869
house_2823	685761.093418175	6086718.214410906
house_2824	685753.3612394694	6086705.360873943
house_2825	685745.6290607637	6086692.50733698
house_2826	685737.8968820581	6086679.653800016
house_2827	685730.1647033525	6086666.800263054
house_2828	685722.4325246467	6086653.94672609
house_2829	685714.7003459411	6086641.093189127
house_2830	685706.9681672355	6086628.239652163
house_2831	685699.497772859	6086615.251495016
house_2832	685701.4966575338	6086601.004853303
house_2833	685714.4327125871	6086594.4078648845
house_2834	685729.2199017594	6086591.89012058
house_2835	685744.0070909316	6086589.372376275
house_2836	685758.7942801039	6086586.854631971
house_2837	685773.6106809493	6086584.588758657
house_2838	685786.2135594083	6086591.5512791835
house_2839	685793.981901627	6086604.380897879
house_2840	685801.7140834564	6086617.234432963
house_2841	685809.446265286	6086630.087968047
house_2842	685817.1784471154	6086642.941503131
house_2843	685824.9106289448	6086655.795038215
house_2844	685832.6428107742	6086668.648573299
house_2845	685840.3749926036	6086681.502108383
house_2846	685848.1071744331	6086694.355643467
house_2847	685855.8393562625	6086707.209178551
house_2848	685863.5715380919	6086720.062713635
house_2849	685871.3037199213	6086732.916248719
house_2850	685879.0359017507	6086745.769783803
house_2851	685886.7680835802	6086758.623318887
house_2852	685892.9806779318	6086772.210569049
house_2853	685894.6770095954	6086787.046741668
house_2854	685891.6161153133	6086801.688679113
house_2855	685887.2713185101	6086816.045654447
house_2856	685882.9265217069	6086830.402629781
house_2857	685976.0858056465	6086926.605931352
house_2858	685969.1102937493	6086913.328486575
house_2859	685961.2961236128	6086900.533994464
house_2860	685952.1843418578	6086888.63083012
house_2861	685942.0048663481	6086877.6248512855
house_2862	685930.7545925712	6086867.719331625
house_2863	685918.6080628458	6086858.932345085
house_2864	685905.6479105966	6086851.401569693
house_2865	685892.0094899136	6086845.177275375
house_2866	685549.3140526704	6086756.666337935
house_2867	685545.5171106828	6086742.154851742
house_2868	685541.7201686951	6086727.643365548
house_2869	685537.9232267074	6086713.131879355
house_2870	685534.1262847197	6086698.620393162
house_2871	685530.329342732	6086684.108906968
house_2872	685526.5324007443	6086669.597420774
house_2873	685522.7354587566	6086655.085934581
house_2874	685518.938516769	6086640.574448388
house_2875	685515.3812812025	6086626.013974394
house_2876	685521.1439729546	6086612.8120603645
house_2877	685535.4113778027	6086609.439202591
house_2878	685550.4082887333	6086609.134797367
house_2879	685565.405199664	6086608.830392145
house_2880	685580.4020462905	6086608.529727838
house_2881	685594.406409817	6086613.077526129
house_2882	685603.5385615086	6086624.809323574
house_2883	685611.2707312384	6086637.662865938
house_2884	685619.0029009681	6086650.5164083
house_2885	685626.7350706978	6086663.369950663
house_2886	685634.4672404275	6086676.223493026
house_2887	685642.1994101573	6086689.077035388
house_2888	685649.9315798869	6086701.930577751
house_2889	685657.6637496167	6086714.784120114
house_2890	685664.1498190949	6086728.258503549
house_2891	685666.0910235032	6086743.051077256
house_2892	685663.6302027989	6086757.806691958
house_2893	685660.12750857	6086772.391997341
house_2894	685555.4414700845	6086762.671057982
house_2895	685570.0267803388	6086766.17373193
house_2896	685584.6120905932	6086769.676405878
house_2897	685599.1974008476	6086773.179079825
house_2898	685613.782711102	6086776.681753772
house_2899	685628.3680213564	6086780.1844277205
house_2900	685642.9533316108	6086783.687101668
house_2901	685445.6322697566	6086736.300259347
house_2902	685460.2175790276	6086739.80293739
house_2903	685474.8028882985	6086743.305615433
house_2904	685489.3881975695	6086746.808293476
house_2905	685503.9735068405	6086750.310971518
house_2906	685518.5588161114	6086753.81364956
house_2907	685533.1441253824	6086757.3163276035
house_2908	685378.1711668051	6086828.498847502
house_2909	685373.7448672216	6086814.166790009
house_2910	685369.3185676379	6086799.834732516
house_2911	685365.0647895517	6086785.455551744
house_2912	685363.8566471734	6086770.578953016
house_2913	685367.6584798963	6086756.148158548
house_2914	685375.7871548831	6086743.630695919
house_2915	685387.6050454534	6086734.519368945
house_2916	685401.6860961497	6086729.572019546
house_2917	685416.607797552	6086729.566238694
house_2918	685431.2393932064	6086732.843795525
house_2919	685374.9997391658	6086835.121920561
house_2920	685361.2216663267	6086841.0069852555
house_2921	685348.2198872797	6086848.481996807
house_2922	685440.0605721748	6086730.183356359
house_2923	685437.9307887004	6086715.335325433
house_2924	685435.8010052259	6086700.487294508
house_2925	685433.6712217514	6086685.639263583
house_2926	685431.5414382769	6086670.791232658
house_2927	685429.4116548024	6086655.943201733
house_2928	685427.2818713279	6086641.095170808
house_2929	685425.1520878534	6086626.247139883
house_2930	685423.0223043789	6086611.3991089575
house_2931	685301.008203174	6086315.337929832
house_2932	685300.527312697	6086330.330219328
house_2933	685300.04642222	6086345.322508825
house_2934	685299.565531743	6086360.314798322
house_2935	685299.084641266	6086375.307087818
house_2936	685300.3756919401	6086390.150493308
house_2937	685308.1377721843	6086402.7862287415
house_2938	685455.6035438441	6086287.98598591
house_2939	685442.0418753772	6086294.39544364
house_2940	685428.4802069103	6086300.80490137
house_2941	685414.7200721907	6086306.765315353
house_2942	685400.4443896032	6086311.342225072
house_2943	685385.81232992	6086314.60287815
house_2944	685370.924211084	6086316.344274223
house_2945	685355.9359551233	6086316.608769544
house_2946	685340.9840146926	6086315.510088126
house_2947	685326.1086090797	6086313.5813370785
house_2948	685311.2336698419	6086311.648416318
house_2949	685196.4434666582	6086297.972332224
house_2950	685211.4130973333	6086298.827373371
house_2951	685226.3055648255	6086300.6124599725
house_2952	685241.1805042637	6086302.545379193
house_2953	685256.0554437019	6086304.478298413
house_2954	685270.9303831401	6086306.411217633
house_2955	685285.8053225783	6086308.344136853
house_2956	685321.7335743314	6086409.817106117
house_2957	685336.435003141	6086412.791563191
house_2958	685351.3847022485	6086413.982321876
house_2959	685366.3771284354	6086414.2942392165
house_2960	685314.7731723826	6086413.377180622
house_2961	685308.5915895295	6086427.044222491
house_2962	685302.4100066765	6086440.711264359
house_2963	685297.3232381489	6086454.776161111
house_2964	685296.0570298709	6086469.691402284
house_2965	685295.576109792	6086484.683690831
house_2966	685389.1704144605	6086413.029779905
house_2967	685404.03412569	6086411.049737846
house_2968	685418.7537834634	6086408.187061165
house_2969	685433.2779721748	6086404.451653112
house_2970	685447.5260633001	6086399.771732543
house_2971	685384.6055573123	6086418.548051861
house_2972	685385.8249292495	6086433.498407445
house_2973	685387.0443011867	6086448.448763029
house_2974	685388.4243570204	6086463.380819607
house_2975	685392.7627656771	6086477.665028197
house_2976	685401.6201610161	6086489.681667596
house_2977	685413.7913772423	6086498.310289727
house_2978	685428.0808392754	6086502.722231516
house_2979	685462.3015191944	6086393.87728724
house_2980	685475.8796811092	6086387.509500426
house_2981	685489.2345980444	6086380.679762627
house_2982	685502.5882343437	6086373.847457189
house_2983	685515.4616350057	6086366.211627779
house_2984	685461.4145716805	6086399.243960964
house_2985	685472.502486721	6086409.3463438535
house_2986	685483.5904017616	6086419.448726743
house_2987	685494.6783168021	6086429.551109633
house_2988	685505.7662318428	6086439.653492522
house_2989	685516.6911536526	6086449.928804267
house_2990	685526.2924276943	6086461.4388057245
house_2991	685534.4705780854	6086474.010760886
house_2992	685542.455495353	6086486.708835394
house_2993	685550.6220468974	6086499.284477732
house_2994	685561.3097092591	6086509.691129938
house_2995	685574.809925699	6086516.057334546
house_2996	685589.6322299142	6086517.7239047615
house_2997	685604.522702644	6086515.962408214
house_2998	685619.3887516928	6086513.962261801
house_2999	685634.2548007418	6086511.962115387
house_3000	685649.1208497906	6086509.961968973
house_3001	685663.9646679601	6086507.836450073
house_3002	685674.7011826853	6086498.289270372
house_3003	685672.6790830602	6086484.064927985
house_3004	685662.7277553933	6086472.847617836
house_3005	685652.6785780052	6086461.71145899
house_3006	685642.6294006171	6086450.575300145
house_3007	685632.580223229	6086439.4391413005
house_3008	685622.5310458409	6086428.302982455
house_3009	685612.4818684529	6086417.16682361
house_3010	685602.3554173722	6086406.102898189
house_3011	685591.2725772564	6086396.02193285
house_3012	685578.9407794167	6086387.50237244
house_3013	685566.1975197195	6086379.58976653
house_3014	685553.4542600223	6086371.67716062
house_3015	685540.7110003252	6086363.76455471
house_3016	685527.958757476	6086350.009496691
house_3017	685532.3602064427	6086335.787149755
house_3018	685531.738087285	6086320.872817092
house_3019	685526.3655119545	6086306.920821055
house_3020	685519.5332246282	6086293.567175489
house_3021	685512.700937302	6086280.213529924
house_3022	685500.2644499647	6086266.87839886
house_3023	685486.7027998586	6086273.287895438
house_3024	685473.1411497525	6086279.697392018
house_3025	685544.2803435927	6086246.075785377
house_3026	685530.7186743706	6086252.485241509
house_3027	685517.1570051485	6086258.894697641
